Shipment_ID,Order_Date,Dispatch_Date,Delivery_Date,Origin_City,Destination_City,Origin_Region,Destination_Region,Distance_km,Carrier,Vehicle_Type,Package_Weight_kg,Package_Volume_m3,Priority_Level,Temperature_Sensitive,Fragile,Actual_Delivery_Time_Hours,Estimated_Delivery_Time_Hours,On_Time_Delivery,Delivery_Cost_NOK,Fuel_Cost_NOK,CO2_Emissions_kg,Route_Efficiency_Score,Weather_Condition,Traffic_Condition
SHP3393,18/02/2024,20/02/2024,20/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DSV,Truck,2.81,0.012,Standard,0,0,6,6,1,4681,2457,98,100,Clear,Medium
SHP3394,18/03/2024,20/03/2024,20/03/2024,Tromsø,Ålesund,Nord-Norge,Vestlandet,283,Bring,Van,4.37,0.033,Standard,0,1,5.4,5.4,1,2269,612,34,100,Clear,Medium
SHP3395,22/02/2024,24/02/2024,24/02/2024,Bergen,Bodø,Vestlandet,Nord-Norge,374,Scandinavian Express,Truck,10.18,0.098,Standard,0,0,6.8,5.5,0,4493,2356,93,77,Snow,Low
SHP3396,01/03/2024,03/03/2024,03/03/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Bring,Truck,8.91,0.061,Standard,0,1,11.3,7.3,0,5884,3087,122,45,Storm,High
SHP3397,21/03/2024,23/03/2024,23/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,449,DB Schenker,Truck,1.47,0.004,Standard,0,0,6.2,6.2,1,5394,2832,112,100,Clear,Low
SHP3398,25/01/2024,26/01/2024,26/01/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,489,Bring,Train,18.64,0.085,Standard,0,0,5.8,5.8,1,2941,703,15,100,Clear,Low
SHP3399,13/01/2024,15/01/2024,15/01/2024,Trondheim,Bergen,Trøndelag,Vestlandet,610,Scandinavian Express,Truck,6.45,0.039,Priority,0,0,7.6,7.6,1,8788,3843,152,100,Clear,Low
SHP3400,04/02/2024,06/02/2024,06/02/2024,Bergen,Bergen,Vestlandet,Vestlandet,38,Bring,Van,1.77,0.01,Standard,0,0,2,2,1,303,82,5,100,Clear,Medium
SHP3401,29/02/2024,02/03/2024,02/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,421,DB Schenker,Truck,1.31,0.01,Priority,0,1,5.9,5.9,1,6057,2649,105,100,Clear,Medium
SHP3402,28/02/2024,29/02/2024,29/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,Posten,Truck,33.68,0.158,Standard,0,0,3.5,3.5,1,2537,1323,52,100,Clear,Low
SHP3403,08/03/2024,10/03/2024,10/03/2024,Bergen,Bodø,Vestlandet,Nord-Norge,504,PostNord,Truck,3.31,0.02,Standard,0,1,6.6,6.6,1,6050,3175,126,100,Rain,Medium
SHP3404,10/01/2024,11/01/2024,11/01/2024,Drammen,Drammen,Østlandet,Østlandet,35,Bring,Van,23.92,0.076,Standard,0,0,2,2,1,295,76,4,100,Clear,Low
SHP3405,03/03/2024,05/03/2024,05/03/2024,Trondheim,Fredrikstad,Trøndelag,Østlandet,393,Bring,Truck,5.29,0.047,Standard,0,1,6.1,6.1,1,4722,2477,98,100,Fog,Low
SHP3406,18/03/2024,20/03/2024,20/03/2024,Bergen,Bergen,Vestlandet,Vestlandet,36,FedEx Norway,Van,4.88,0.023,Express,1,0,2,2,1,441,79,4,100,Clear,Medium
SHP3407,12/02/2024,13/02/2024,13/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Scandinavian Express,Cargo Plane,12.07,0.105,Priority,0,0,3.2,3.2,1,52207,78300,487,100,Clear,Low
SHP3408,12/02/2024,13/02/2024,13/02/2024,Ålesund,Bodø,Vestlandet,Nord-Norge,203,Bring,Truck,0.1,0.001,Standard,0,0,3.5,3.5,1,2432,1277,51,100,Rain,Low
SHP3409,15/02/2024,17/02/2024,17/02/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,DHL Norway,Truck,4.13,0.024,Priority,0,1,2.7,2.7,1,3026,1323,52,100,Clear,Low
SHP3410,15/02/2024,16/02/2024,16/02/2024,Drammen,Fredrikstad,Østlandet,Østlandet,264,Posten,Van,3.6,0.01,Standard,0,1,6.3,6.3,1,2115,571,32,100,Clear,Low
SHP3411,30/03/2024,31/03/2024,31/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,518,DHL Norway,Truck,20.26,0.041,Priority,0,0,7.8,6.1,0,7471,3263,130,73,Clear,High
SHP3412,17/03/2024,19/03/2024,19/03/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,378,DB Schenker,Truck,7.53,0.073,Standard,0,0,6.9,6.1,0,4545,2384,95,87,Fog,High
SHP3413,09/03/2024,11/03/2024,11/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DSV,Truck,4.53,0.01,Priority,0,0,5.4,4.8,0,5619,2457,98,88,Clear,High
SHP3414,22/01/2024,24/01/2024,24/01/2024,Stavanger,Drammen,Vestlandet,Østlandet,496,FedEx Norway,Truck,3.09,0.019,Express,0,0,5.4,5.4,1,8923,3122,124,100,Clear,Low
SHP3415,25/03/2024,27/03/2024,27/03/2024,Bodø,Bodø,Nord-Norge,Nord-Norge,50,DHL Norway,Van,8.93,0.044,Standard,0,1,3.2,2,0,402,107,6,38,Snow,Severe
SHP3416,26/01/2024,28/01/2024,28/01/2024,Bergen,Oslo,Vestlandet,Østlandet,579,Bring,Train,1.64,0.009,Standard,0,0,7.8,7.8,1,3473,833,17,100,Clear,Medium
SHP3417,20/03/2024,22/03/2024,22/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,386,DHL Norway,Truck,2.83,0.004,Standard,1,0,6.7,5.3,0,4638,2434,97,72,Clear,High
SHP3418,03/03/2024,04/03/2024,04/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Posten,Truck,3.48,0.023,Standard,0,0,7.9,6.3,0,4682,2457,98,74,Clear,High
SHP3419,02/02/2024,03/02/2024,03/02/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,250,DHL Norway,Van,9.36,0.024,Express,0,0,3.2,3.2,1,3004,539,30,100,Clear,Medium
SHP3420,03/01/2024,04/01/2024,04/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,DB Schenker,Truck,4.67,0.017,Express,1,1,4.4,4.4,1,8824,3087,122,100,Clear,Low
SHP3421,26/02/2024,28/02/2024,28/02/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Truck,7.05,0.018,Express,1,0,6.2,6.2,1,9725,3402,135,100,Clear,Medium
SHP3422,13/02/2024,14/02/2024,14/02/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,425,DB Schenker,Truck,10.51,0.041,Standard,0,0,7,7,1,5099,2674,106,100,Clear,Low
SHP3423,15/01/2024,17/01/2024,17/01/2024,Stavanger,Fredrikstad,Vestlandet,Østlandet,530,DSV,Train,31.3,0.111,Standard,0,0,6,6,1,3196,763,16,100,Rain,Low
SHP3424,28/02/2024,01/03/2024,01/03/2024,Oslo,Oslo,Østlandet,Østlandet,14,DSV,Van,14.47,0.081,Standard,0,0,2,2,1,122,31,2,100,Clear,Low
SHP3425,06/03/2024,07/03/2024,07/03/2024,Tromsø,Stavanger,Nord-Norge,Vestlandet,217,Bring,Truck,5.2,0.02,Express,0,0,2.1,2.1,1,3904,1365,54,100,Clear,Medium
SHP3426,16/02/2024,18/02/2024,18/02/2024,Oslo,Bergen,Østlandet,Vestlandet,431,Bring,Train,13.79,0.052,Standard,0,0,5,5,1,2591,620,13,100,Fog,Low
SHP3427,06/01/2024,07/01/2024,07/01/2024,Bodø,Bodø,Nord-Norge,Nord-Norge,9,PostNord,Van,29.9,0.222,Standard,0,0,2.3,2,0,87,19,1,84,Clear,High
SHP3428,28/02/2024,29/02/2024,29/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,Bring,Truck,6.92,0.066,Standard,0,0,3.4,3.4,1,2523,1323,52,100,Clear,Low
SHP3429,02/03/2024,03/03/2024,03/03/2024,Tromsø,Bergen,Nord-Norge,Vestlandet,529,Bring,Truck,5.28,0.052,Standard,0,0,8.3,8.3,1,6349,3332,132,100,Rain,Medium
SHP3430,21/02/2024,22/02/2024,22/02/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,22,DB Schenker,Van,0.81,0.005,Standard,0,0,2.4,2,0,176,47,3,79,Snow,Low
SHP3431,16/02/2024,18/02/2024,18/02/2024,Kristiansand,Bergen,Sørlandet,Vestlandet,331,Posten,Train,22.29,0.182,Standard,0,0,4.6,3.7,0,1996,476,10,77,Clear,High
SHP3432,15/02/2024,17/02/2024,17/02/2024,Ålesund,Oslo,Vestlandet,Østlandet,390,DSV,Truck,2.83,0.005,Priority,0,0,5.1,5.1,1,5618,2457,98,100,Rain,Medium
SHP3433,05/03/2024,06/03/2024,06/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,461,DSV,Train,0.66,0.003,Standard,0,0,5.5,5.5,1,2764,663,14,100,Rain,Low
SHP3434,03/01/2024,05/01/2024,05/01/2024,Bodø,Ålesund,Nord-Norge,Vestlandet,229,DB Schenker,Van,7.7,0.027,Express,0,0,3.7,3.7,1,2755,495,27,100,Rain,Medium
SHP3435,23/03/2024,25/03/2024,25/03/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,205,Bring,Van,18.7,0.049,Standard,0,0,4.8,4.8,1,1648,442,25,100,Rain,Low
SHP3436,17/01/2024,18/01/2024,18/01/2024,Bergen,Ålesund,Vestlandet,Vestlandet,202,Bring,Truck,5.22,0.047,Express,1,0,2.2,2.2,1,3640,1273,51,100,Rain,Medium
SHP3437,06/03/2024,07/03/2024,07/03/2024,Bergen,Ålesund,Vestlandet,Vestlandet,532,Bring,Truck,15.28,0.055,Standard,0,1,10.6,8.6,0,6390,3351,133,78,Storm,Low
SHP3438,20/03/2024,21/03/2024,21/03/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,DHL Norway,Van,18.1,0.066,Express,1,0,3.8,3,0,2534,454,25,72,Snow,Low
SHP3439,27/03/2024,29/03/2024,29/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,471,Posten,Truck,6.06,0.048,Express,0,0,4.3,4.3,1,8489,2970,118,100,Clear,Medium
SHP3440,29/02/2024,01/03/2024,01/03/2024,Stavanger,Stavanger,Vestlandet,Vestlandet,27,Scandinavian Express,Van,8.94,0.041,Standard,1,0,2,2,1,224,59,3,100,Fog,Low
SHP3441,09/01/2024,11/01/2024,11/01/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,264,DB Schenker,Truck,7.63,0.019,Priority,0,0,3.7,3.7,1,3807,1664,66,100,Clear,Medium
SHP3442,05/02/2024,06/02/2024,06/02/2024,Fredrikstad,Tromsø,Østlandet,Nord-Norge,577,FedEx Norway,Truck,28,0.116,Standard,0,1,7.6,7.6,1,6932,3632,144,100,Rain,Medium
SHP3443,26/02/2024,27/02/2024,27/02/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,493,Bring,Truck,12.93,0.024,Express,0,1,6,4.5,0,8882,3105,123,68,Snow,Medium
SHP3444,14/01/2024,15/01/2024,15/01/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,Bring,Truck,25.95,0.039,Standard,0,0,4.5,3.5,0,2533,1323,52,71,Clear,High
SHP3445,19/03/2024,21/03/2024,21/03/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,275,FedEx Norway,Truck,2.48,0.014,Priority,0,0,3.7,3.7,1,3957,1730,69,100,Clear,Medium
SHP3446,03/03/2024,04/03/2024,04/03/2024,Oslo,Oslo,Østlandet,Østlandet,20,Posten,Van,3.71,0.005,Express,0,0,2,2,1,239,43,2,100,Fog,Low
SHP3447,19/01/2024,21/01/2024,21/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Train,0.74,0.003,Standard,0,1,6.6,5.6,0,2940,706,15,82,Clear,High
SHP3448,21/03/2024,23/03/2024,23/03/2024,Oslo,Oslo,Østlandet,Østlandet,11,Bring,Van,6.93,0.061,Standard,1,0,2.6,2,0,89,23,1,70,Clear,High
SHP3449,24/02/2024,26/02/2024,26/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,Norsk Transport,Truck,20.71,0.021,Express,0,0,2.2,2.2,1,3796,1323,52,100,Clear,Medium
SHP3450,17/03/2024,19/03/2024,19/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,481,DB Schenker,Truck,3.96,0.012,Express,0,0,6.5,5.2,0,8659,3030,120,75,Clear,High
SHP3451,30/03/2024,31/03/2024,31/03/2024,Bodø,Drammen,Nord-Norge,Østlandet,516,DSV,Truck,1.37,0.006,Priority,0,0,11.3,7.3,0,7432,3251,129,45,Snow,Severe
SHP3452,18/01/2024,19/01/2024,19/01/2024,Stavanger,Drammen,Vestlandet,Østlandet,278,PostNord,Van,0.71,0.001,Standard,0,0,6,6,1,2223,600,33,100,Clear,Low
SHP3453,03/03/2024,05/03/2024,05/03/2024,Bergen,Trondheim,Vestlandet,Trøndelag,610,Bring,Train,5.93,0.014,Standard,0,1,9.7,7.3,0,3663,878,18,67,Storm,Low
SHP3454,12/01/2024,14/01/2024,14/01/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,550,PostNord,Train,1.79,0.011,Standard,0,0,8,8,1,3299,792,16,100,Fog,Low
SHP3455,12/03/2024,13/03/2024,13/03/2024,Oslo,Drammen,Østlandet,Østlandet,450,Bring,Truck,4.25,0.031,Standard,0,1,8.1,7,0,5398,2833,112,85,Rain,Severe
SHP3456,30/01/2024,31/01/2024,31/01/2024,Bergen,Trondheim,Vestlandet,Trøndelag,610,DHL Norway,Truck,17.15,0.09,Standard,0,1,9.8,9.8,1,7329,3843,152,100,Rain,Low
SHP3457,10/03/2024,11/03/2024,11/03/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,567,Bring,Truck,4.85,0.03,Standard,0,1,8.8,8.8,1,6812,3575,142,100,Clear,Medium
SHP3458,13/03/2024,15/03/2024,15/03/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,488,Bring,Train,9.41,0.073,Standard,0,0,7.6,5.9,0,2936,703,15,72,Clear,High
SHP3459,22/01/2024,23/01/2024,23/01/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,283,DSV,Truck,6.97,0.04,Standard,0,0,4.6,4.1,0,3398,1782,71,87,Clear,Severe
SHP3460,11/01/2024,13/01/2024,13/01/2024,Ålesund,Fredrikstad,Vestlandet,Østlandet,483,Bring,Truck,12.68,0.107,Standard,0,0,11.7,8.1,0,5799,3041,121,55,Snow,Medium
SHP3461,07/01/2024,09/01/2024,09/01/2024,Tromsø,Drammen,Nord-Norge,Østlandet,474,DB Schenker,Truck,1.7,0.002,Express,0,1,5.3,5.3,1,8541,2989,119,100,Clear,Low
SHP3462,18/03/2024,19/03/2024,19/03/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,8,Bring,Van,25.31,0.198,Standard,1,0,2.8,2,0,74,17,1,60,Snow,Low
SHP3463,18/03/2024,19/03/2024,19/03/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,519,Posten,Truck,10.32,0.026,Standard,0,0,9.5,7.4,0,6238,3272,130,72,Clear,Severe
SHP3464,05/01/2024,06/01/2024,06/01/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,40,DSV,Van,3.16,0.014,Standard,0,0,2.4,2,0,320,86,5,81,Clear,High
SHP3465,26/01/2024,28/01/2024,28/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,461,DSV,Truck,1.32,0.011,Standard,0,0,9.3,7.7,0,5529,2902,115,78,Clear,High
SHP3466,19/02/2024,21/02/2024,21/02/2024,Bergen,Trondheim,Vestlandet,Trøndelag,610,Posten,Train,1.62,0.007,Priority,0,0,7.5,6.3,0,4393,878,18,81,Clear,High
SHP3467,24/02/2024,26/02/2024,26/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,566,DSV,Train,15.26,0.06,Standard,0,0,10.2,8.2,0,3402,815,17,75,Snow,Low
SHP3468,02/01/2024,04/01/2024,04/01/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,252,Bring,Truck,8.87,0.073,Express,0,0,2.3,2.3,1,4542,1587,63,100,Rain,Medium
SHP3469,04/03/2024,05/03/2024,05/03/2024,Stavanger,Fredrikstad,Vestlandet,Østlandet,312,Bring,Truck,4.79,0.016,Standard,0,0,4.5,4.5,1,3749,1967,78,100,Rain,Low
SHP3470,12/02/2024,13/02/2024,13/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Bring,Truck,4.05,0.038,Express,0,0,3.9,3.9,1,7023,2457,98,100,Rain,Medium
SHP3471,20/03/2024,21/03/2024,21/03/2024,Bodø,Kristiansand,Nord-Norge,Sørlandet,527,Norsk Transport,Truck,19.36,0.07,Standard,1,0,7.7,7.7,1,6332,3319,132,100,Clear,Low
SHP3472,22/02/2024,24/02/2024,24/02/2024,Tromsø,Ålesund,Nord-Norge,Vestlandet,513,DB Schenker,Truck,20.78,0.116,Standard,0,0,8.2,8.2,1,6160,3229,128,100,Clear,Low
SHP3473,01/01/2024,02/01/2024,02/01/2024,Drammen,Stavanger,Østlandet,Vestlandet,487,Bring,Truck,8.71,0.037,Express,0,0,7,5.5,0,8781,3071,122,74,Clear,High
SHP3474,05/02/2024,07/02/2024,07/02/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,488,DB Schenker,Truck,7.43,0.031,Standard,0,0,7.6,7.6,1,5856,3072,122,100,Clear,Medium
SHP3475,05/01/2024,06/01/2024,06/01/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,459,DHL Norway,Truck,16.95,0.129,Express,0,1,5.3,4.6,0,8274,2891,115,85,Clear,Severe
SHP3476,28/01/2024,30/01/2024,30/01/2024,Oslo,Oslo,Østlandet,Østlandet,36,Bring,Van,13.84,0.036,Standard,0,0,2,2,1,296,78,4,100,Clear,Medium
SHP3477,14/02/2024,15/02/2024,15/02/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,479,DHL Norway,Truck,5.11,0.008,Express,0,0,8.1,5.4,0,8631,3019,120,51,Snow,Low
SHP3478,24/03/2024,26/03/2024,26/03/2024,Oslo,Drammen,Østlandet,Østlandet,366,Posten,Truck,0.86,0.008,Priority,0,0,4.2,4.2,1,5277,2309,92,100,Clear,Medium
SHP3479,27/03/2024,28/03/2024,28/03/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,591,DHL Norway,Truck,14.63,0.114,Priority,0,0,8.3,6.9,0,8524,3725,148,80,Clear,High
SHP3480,18/03/2024,20/03/2024,20/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DSV,Truck,1.85,0.004,Standard,0,0,6.6,6.6,1,4681,2457,98,100,Clear,Medium
SHP3481,27/01/2024,28/01/2024,28/01/2024,Kristiansand,Fredrikstad,Sørlandet,Østlandet,496,Posten,Train,0.17,0,Standard,0,0,7.3,5.8,0,2973,714,15,74,Clear,High
SHP3482,14/01/2024,16/01/2024,16/01/2024,Bodø,Ålesund,Nord-Norge,Vestlandet,556,Bring,Truck,18.53,0.157,Priority,0,0,6.8,6.8,1,8020,3504,139,100,Clear,Low
SHP3483,17/03/2024,19/03/2024,19/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,565,Scandinavian Express,Train,8.63,0.057,Express,0,0,5.8,5.8,1,5096,814,17,100,Clear,Low
SHP3484,30/01/2024,31/01/2024,31/01/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,DHL Norway,Truck,22.23,0.217,Standard,0,1,9,7.4,0,6491,3402,135,79,Fog,High
SHP3485,11/02/2024,12/02/2024,12/02/2024,Ålesund,Trondheim,Vestlandet,Trøndelag,360,DSV,Truck,6.63,0.008,Standard,0,0,6.1,6.1,1,4319,2266,90,100,Clear,Low
SHP3486,18/02/2024,19/02/2024,19/02/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,Posten,Truck,26.1,0.041,Standard,1,0,9.7,7.7,0,6493,3402,135,73,Snow,Medium
SHP3487,12/03/2024,13/03/2024,13/03/2024,Kristiansand,Oslo,Sørlandet,Østlandet,335,Bring,Train,4.37,0.021,Priority,0,0,3.4,3.4,1,2413,482,10,100,Rain,Low
SHP3488,01/02/2024,02/02/2024,02/02/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,456,Bring,Truck,12.89,0.057,Standard,0,0,6.1,6.1,1,5478,2873,114,100,Clear,Medium
SHP3489,25/02/2024,26/02/2024,26/02/2024,Bergen,Bergen,Vestlandet,Vestlandet,9,Posten,Van,3.58,0.021,Standard,0,0,2,2,1,71,19,1,100,Fog,Low
SHP3490,15/02/2024,16/02/2024,16/02/2024,Oslo,Oslo,Østlandet,Østlandet,35,DSV,Van,0.1,0.001,Standard,0,0,2,2,1,278,75,4,100,Clear,Medium
SHP3491,03/02/2024,04/02/2024,05/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,FedEx Norway,Truck,4.78,0.04,Priority,0,0,24.5,22.2,0,25059,10962,435,90,Clear,Severe
SHP3492,14/01/2024,16/01/2024,16/01/2024,Fredrikstad,Trondheim,Østlandet,Trøndelag,312,DB Schenker,Truck,13.39,0.02,Express,0,0,2.9,2.9,1,5629,1967,78,100,Clear,Low
SHP3493,05/02/2024,06/02/2024,06/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,Posten,Truck,1.63,0.016,Standard,0,0,4.5,3.5,0,2521,1323,52,70,Snow,Low
SHP3494,16/02/2024,17/02/2024,17/02/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,397,DSV,Truck,7.03,0.018,Standard,0,0,5.4,5.4,1,4770,2503,99,100,Clear,Low
SHP3495,11/02/2024,12/02/2024,12/02/2024,Stavanger,Drammen,Vestlandet,Østlandet,503,Norsk Transport,Train,2.39,0.012,Priority,0,0,5.5,5.5,1,3624,725,15,100,Clear,Low
SHP3496,19/03/2024,21/03/2024,21/03/2024,Trondheim,Oslo,Trøndelag,Østlandet,490,PostNord,Truck,0.78,0.004,Express,1,0,4.5,4.5,1,8821,3087,122,100,Clear,Low
SHP3497,25/01/2024,26/01/2024,26/01/2024,Kristiansand,Oslo,Sørlandet,Østlandet,536,DB Schenker,Truck,9.61,0.04,Standard,0,0,7.4,7.4,1,6433,3375,134,100,Rain,Medium
SHP3498,14/03/2024,16/03/2024,16/03/2024,Ålesund,Stavanger,Vestlandet,Vestlandet,277,Scandinavian Express,Truck,30.36,0.046,Express,0,0,2.9,2.9,1,5011,1746,69,100,Clear,Low
SHP3499,10/03/2024,11/03/2024,11/03/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,506,DHL Norway,Truck,3.72,0.035,Standard,0,1,6.6,6.6,1,6072,3187,126,100,Clear,Low
SHP3500,20/02/2024,22/02/2024,22/02/2024,Kristiansand,Oslo,Sørlandet,Østlandet,431,Posten,Truck,8.69,0.03,Express,1,0,5,5,1,7758,2713,108,100,Clear,Medium
SHP3501,02/03/2024,03/03/2024,03/03/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,204,Bring,Van,30.71,0.23,Standard,0,1,4.5,4.1,0,1646,440,24,89,Clear,High
SHP3502,23/03/2024,24/03/2024,24/03/2024,Trondheim,Kristiansand,Trøndelag,Sørlandet,412,Scandinavian Express,Truck,10.51,0.055,Standard,1,1,6.6,6.6,1,4954,2598,103,100,Rain,Low
SHP3503,17/02/2024,18/02/2024,18/02/2024,Bodø,Oslo,Nord-Norge,Østlandet,393,DSV,Train,11.18,0.106,Express,0,0,3.4,3.4,1,3545,566,12,100,Clear,Medium
SHP3504,04/03/2024,06/03/2024,06/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,507,Posten,Truck,1.97,0.01,Standard,0,0,9.2,6.8,0,6085,3194,127,66,Snow,Medium
SHP3505,02/01/2024,04/01/2024,04/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,DSV,Truck,6.78,0.011,Standard,0,0,7.7,7.7,1,5883,3087,122,100,Rain,Low
SHP3506,07/02/2024,09/02/2024,09/02/2024,Kristiansand,Ålesund,Sørlandet,Vestlandet,571,DB Schenker,Truck,4.57,0.041,Standard,0,0,8.6,8.6,1,6857,3599,143,100,Clear,Medium
SHP3507,16/01/2024,18/01/2024,18/01/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,426,Scandinavian Express,Truck,6.37,0.013,Standard,0,1,5.7,5.7,1,5114,2683,106,100,Clear,Medium
SHP3508,13/02/2024,14/02/2024,14/02/2024,Kristiansand,Tromsø,Sørlandet,Nord-Norge,227,Bring,Truck,16.14,0.103,Express,0,0,3.1,2.4,0,4099,1430,57,74,Storm,Medium
SHP3509,13/01/2024,15/01/2024,15/01/2024,Tromsø,Bodø,Nord-Norge,Nord-Norge,261,DSV,Truck,6.17,0.019,Standard,0,0,4.2,4.2,1,3133,1643,65,100,Clear,Low
SHP3510,23/01/2024,24/01/2024,24/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,532,FedEx Norway,Truck,0.65,0.002,Standard,0,0,10.8,8.6,0,6389,3354,133,74,Clear,High
SHP3511,13/03/2024,14/03/2024,14/03/2024,Tromsø,Bodø,Nord-Norge,Nord-Norge,289,Bring,Truck,23.6,0.038,Standard,0,0,4,4,1,3481,1821,72,100,Rain,Low
SHP3512,24/01/2024,26/01/2024,26/01/2024,Bergen,Trondheim,Vestlandet,Trøndelag,610,Posten,Truck,7.87,0.079,Standard,0,1,9.7,9.7,1,7324,3843,152,100,Clear,Low
SHP3513,12/03/2024,14/03/2024,14/03/2024,Stavanger,Fredrikstad,Vestlandet,Østlandet,562,Norsk Transport,Truck,25.84,0.059,Standard,0,1,9.3,9.3,1,6754,3539,140,100,Rain,Medium
SHP3514,11/02/2024,13/02/2024,13/02/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,466,DSV,Truck,8.49,0.071,Express,0,0,4.5,4.5,1,8399,2938,117,100,Rain,Low
SHP3515,17/03/2024,18/03/2024,18/03/2024,Tromsø,Bodø,Nord-Norge,Nord-Norge,427,DSV,Truck,0.72,0.002,Standard,1,0,6,6,1,5123,2689,107,100,Clear,Low
SHP3516,08/01/2024,09/01/2024,09/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,DB Schenker,Truck,8.05,0.061,Express,0,0,5.8,5.8,1,9726,3402,135,100,Clear,Medium
SHP3517,12/03/2024,13/03/2024,13/03/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,Posten,Truck,8.57,0.064,Standard,0,0,3.1,3.1,1,2524,1323,52,100,Fog,Medium
SHP3518,12/02/2024,13/02/2024,13/02/2024,Drammen,Fredrikstad,Østlandet,Østlandet,586,Norsk Transport,Truck,2.41,0.014,Standard,0,1,7.8,7.8,1,7039,3695,147,100,Clear,Low
SHP3519,13/03/2024,14/03/2024,14/03/2024,Drammen,Trondheim,Østlandet,Trøndelag,437,Bring,Train,6.37,0.036,Standard,0,0,5.6,5.6,1,2624,629,13,100,Clear,Medium
SHP3520,08/01/2024,09/01/2024,09/01/2024,Drammen,Oslo,Østlandet,Østlandet,311,Bring,Truck,6.15,0.019,Standard,0,0,6.4,5.1,0,3738,1961,78,75,Rain,High
SHP3521,26/01/2024,28/01/2024,29/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Posten,Container Ship,9.75,0.078,Express,0,0,41.8,36.4,0,10447,7830,313,85,Clear,Severe
SHP3522,30/03/2024,01/04/2024,01/04/2024,Oslo,Bodø,Østlandet,Nord-Norge,546,Bring,Truck,3.01,0.012,Standard,0,0,8.4,8.4,1,6551,3438,136,100,Fog,Low
SHP3523,08/01/2024,09/01/2024,09/01/2024,Bergen,Bodø,Vestlandet,Nord-Norge,414,DHL Norway,Truck,8.72,0.032,Standard,0,0,6.1,6.1,1,4971,2608,103,100,Clear,Medium
